Virus Family,Virus Genus,Virus Species,Region,Sub-region,Date,Type,Case Number,Comments
Flaviviridae,Flavivirus,DENV,America,San Juan,1990-10-28,Confirmed,37,
Flaviviridae,Flavivirus,DENV,America,San Juan,1990-11-04,Confirmed,57,
Flaviviridae,Flavivirus,DENV,America,San Juan,1990-11-11,Confirmed,71,
Flaviviridae,Flavivirus,DENV,America,San Juan,1990-11-18,Confirmed,44,
Flaviviridae,Flavivirus,DENV,America,San Juan,1990-11-25,Confirmed,56,
Flaviviridae,Flavivirus,DENV,America,San Juan,1990-12-02,Confirmed,53,
Flaviviridae,Flavivirus,DENV,America,San Juan,1990-12-09,Confirmed,52,
Flaviviridae,Flavivirus,DENV,America,San Juan,1990-12-16,Confirmed,47,
Flaviviridae,Flavivirus,DENV,America,San Juan,1990-12-23,Confirmed,26,
Flaviviridae,Flavivirus,DENV,America,San Juan,1990-12-30,Confirmed,27,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-01-13,Confirmed,21,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-01-20,Confirmed,21,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-01-27,Confirmed,26,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-02-03,Confirmed,34,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-02-10,Confirmed,37,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-02-17,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-02-24,Confirmed,19,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-03-03,Confirmed,25,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-03-10,Confirmed,18,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-03-17,Confirmed,21,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-03-24,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-03-31,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-04-07,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-04-14,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-04-21,Confirmed,15,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-04-28,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-05-05,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-05-12,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-05-19,Confirmed,12,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-05-26,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-06-02,Confirmed,10,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-06-09,Confirmed,15,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-06-16,Confirmed,19,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-06-23,Confirmed,21,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-06-30,Confirmed,14,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-07-07,Confirmed,18,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-07-14,Confirmed,13,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-07-21,Confirmed,14,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-07-28,Confirmed,18,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-08-04,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-08-11,Confirmed,25,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-08-18,Confirmed,62,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-08-25,Confirmed,60,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-09-01,Confirmed,76,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-09-08,Confirmed,66,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-09-15,Confirmed,64,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-09-22,Confirmed,68,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-09-29,Confirmed,89,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-10-06,Confirmed,92,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-10-13,Confirmed,140,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-10-20,Confirmed,116,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-10-27,Confirmed,142,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-11-03,Confirmed,129,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-11-10,Confirmed,140,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-11-17,Confirmed,140,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-11-24,Confirmed,127,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-12-01,Confirmed,129,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-12-08,Confirmed,169,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-12-15,Confirmed,141,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-12-22,Confirmed,108,
Flaviviridae,Flavivirus,DENV,America,San Juan,1991-12-29,Confirmed,78,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-01-05,Confirmed,70,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-01-12,Confirmed,81,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-01-19,Confirmed,104,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-01-26,Confirmed,90,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-02-02,Confirmed,85,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-02-09,Confirmed,55,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-02-16,Confirmed,53,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-02-23,Confirmed,65,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-03-01,Confirmed,33,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-03-08,Confirmed,38,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-03-15,Confirmed,59,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-03-22,Confirmed,40,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-03-29,Confirmed,37,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-04-05,Confirmed,29,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-04-12,Confirmed,30,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-04-19,Confirmed,30,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-04-26,Confirmed,28,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-05-03,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-05-10,Confirmed,24,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-05-17,Confirmed,29,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-05-24,Confirmed,26,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-05-31,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-06-07,Confirmed,20,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-06-14,Confirmed,19,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-06-21,Confirmed,20,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-06-28,Confirmed,26,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-07-05,Confirmed,29,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-07-12,Confirmed,31,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-07-19,Confirmed,28,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-07-26,Confirmed,26,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-08-02,Confirmed,32,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-08-09,Confirmed,35,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-08-16,Confirmed,33,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-08-23,Confirmed,30,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-08-30,Confirmed,52,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-09-06,Confirmed,59,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-09-13,Confirmed,67,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-09-20,Confirmed,65,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-09-27,Confirmed,74,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-10-04,Confirmed,70,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-10-11,Confirmed,61,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-10-18,Confirmed,53,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-10-25,Confirmed,76,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-11-01,Confirmed,61,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-11-08,Confirmed,57,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-11-15,Confirmed,44,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-11-22,Confirmed,34,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-11-29,Confirmed,47,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-12-06,Confirmed,60,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-12-13,Confirmed,60,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-12-20,Confirmed,53,
Flaviviridae,Flavivirus,DENV,America,San Juan,1992-12-27,Confirmed,36,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-01-03,Confirmed,31,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-01-09,Confirmed,30,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-01-10,Confirmed,32,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-01-17,Confirmed,28,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-01-24,Confirmed,33,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-01-31,Confirmed,33,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-02-07,Confirmed,35,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-02-14,Confirmed,22,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-02-21,Confirmed,13,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-02-28,Confirmed,13,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-03-07,Confirmed,21,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-03-14,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-03-21,Confirmed,11,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-03-28,Confirmed,8,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-04-04,Confirmed,8,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-04-11,Confirmed,6,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-04-18,Confirmed,6,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-04-25,Confirmed,7,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-05-02,Confirmed,12,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-05-09,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-05-16,Confirmed,10,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-05-23,Confirmed,10,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-05-30,Confirmed,18,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-06-06,Confirmed,19,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-06-13,Confirmed,12,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-06-20,Confirmed,22,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-06-27,Confirmed,12,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-07-04,Confirmed,21,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-07-11,Confirmed,18,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-07-18,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-07-25,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-08-01,Confirmed,22,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-08-08,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-08-15,Confirmed,25,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-08-22,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-08-29,Confirmed,12,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-09-05,Confirmed,25,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-09-12,Confirmed,28,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-09-19,Confirmed,27,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-09-26,Confirmed,18,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-10-03,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-10-10,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-10-17,Confirmed,29,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-10-24,Confirmed,38,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-10-31,Confirmed,36,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-11-07,Confirmed,43,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-11-14,Confirmed,46,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-11-21,Confirmed,31,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-11-28,Confirmed,25,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-12-05,Confirmed,40,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-12-12,Confirmed,31,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-12-19,Confirmed,38,
Flaviviridae,Flavivirus,DENV,America,San Juan,1993-12-26,Confirmed,30,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-01-01,Confirmed,22,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-01-09,Confirmed,31,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-01-16,Confirmed,26,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-01-23,Confirmed,35,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-01-30,Confirmed,36,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-02-06,Confirmed,39,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-02-13,Confirmed,25,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-02-20,Confirmed,31,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-02-27,Confirmed,37,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-03-06,Confirmed,33,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-03-13,Confirmed,25,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-03-20,Confirmed,24,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-03-27,Confirmed,18,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-04-03,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-04-10,Confirmed,13,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-04-17,Confirmed,18,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-04-24,Confirmed,14,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-05-01,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-05-08,Confirmed,22,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-05-15,Confirmed,13,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-05-22,Confirmed,24,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-05-29,Confirmed,31,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-06-05,Confirmed,34,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-06-12,Confirmed,31,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-06-19,Confirmed,31,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-06-26,Confirmed,38,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-07-03,Confirmed,49,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-07-10,Confirmed,42,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-07-17,Confirmed,49,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-07-24,Confirmed,55,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-07-31,Confirmed,80,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-08-07,Confirmed,84,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-08-14,Confirmed,72,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-08-21,Confirmed,89,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-08-28,Confirmed,115,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-09-04,Confirmed,179,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-09-11,Confirmed,202,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-09-18,Confirmed,272,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-09-25,Confirmed,302,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-10-02,Confirmed,395,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-10-09,Confirmed,426,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-10-16,Confirmed,461,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-10-23,Confirmed,381,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-10-30,Confirmed,333,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-11-06,Confirmed,353,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-11-13,Confirmed,410,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-11-20,Confirmed,364,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-11-27,Confirmed,359,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-12-04,Confirmed,288,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-12-11,Confirmed,221,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-12-18,Confirmed,149,
Flaviviridae,Flavivirus,DENV,America,San Juan,1994-12-25,Confirmed,112,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-01-01,Confirmed,154,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-01-08,Confirmed,91,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-01-15,Confirmed,72,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-01-22,Confirmed,56,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-01-29,Confirmed,46,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-02-05,Confirmed,37,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-02-12,Confirmed,26,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-02-19,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-02-26,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-03-05,Confirmed,20,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-03-12,Confirmed,11,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-03-19,Confirmed,7,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-03-26,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-04-02,Confirmed,14,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-04-09,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-04-16,Confirmed,5,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-04-23,Confirmed,2,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-04-30,Confirmed,6,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-05-07,Confirmed,5,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-05-14,Confirmed,4,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-05-21,Confirmed,3,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-05-28,Confirmed,4,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-06-04,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-06-11,Confirmed,8,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-06-18,Confirmed,7,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-06-25,Confirmed,10,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-07-02,Confirmed,14,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-07-09,Confirmed,7,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-07-16,Confirmed,9,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-07-23,Confirmed,11,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-07-30,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-08-06,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-08-13,Confirmed,19,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-08-20,Confirmed,24,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-08-27,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-09-03,Confirmed,28,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-09-10,Confirmed,40,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-09-17,Confirmed,33,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-09-24,Confirmed,31,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-10-01,Confirmed,33,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-10-08,Confirmed,29,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-10-15,Confirmed,30,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-10-22,Confirmed,36,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-10-29,Confirmed,48,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-11-05,Confirmed,40,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-11-12,Confirmed,28,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-11-19,Confirmed,36,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-11-26,Confirmed,19,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-12-03,Confirmed,34,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-12-10,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-12-17,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1995-12-24,Confirmed,17,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-01-07,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-01-14,Confirmed,14,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-01-21,Confirmed,20,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-01-28,Confirmed,13,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-02-04,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-02-11,Confirmed,20,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-02-18,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-02-25,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-03-03,Confirmed,23,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-03-10,Confirmed,14,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-03-17,Confirmed,15,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-03-24,Confirmed,4,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-03-31,Confirmed,5,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-04-07,Confirmed,5,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-04-14,Confirmed,11,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-04-21,Confirmed,11,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-04-28,Confirmed,7,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-05-05,Confirmed,4,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-05-12,Confirmed,6,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-05-19,Confirmed,5,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-05-26,Confirmed,2,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-06-02,Confirmed,4,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-06-09,Confirmed,2,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-06-16,Confirmed,4,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-06-23,Confirmed,6,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-06-30,Confirmed,6,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-07-07,Confirmed,4,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-07-14,Confirmed,6,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-07-21,Confirmed,11,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-07-28,Confirmed,16,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-08-04,Confirmed,9,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-08-11,Confirmed,12,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-08-18,Confirmed,13,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-08-25,Confirmed,27,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-09-01,Confirmed,21,
Flaviviridae,Flavivirus,DENV,America,San Juan,1996-09-08,Confirmed,19,
