Virus Family,Virus Genus,Virus Species,Region,Sub-region,Date,Type,Case Number,Comments
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-06-19,Suspect and Confirmed Cases,1.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-06-26,Suspect and Confirmed Cases,3.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-07-03,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-07-10,Suspect and Confirmed Cases,1.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-07-17,Suspect and Confirmed Cases,6.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-07-24,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-07-31,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-08-07,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-08-14,Suspect and Confirmed Cases,2.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-08-21,Suspect and Confirmed Cases,3.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-08-28,Suspect and Confirmed Cases,3.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-09-04,Suspect and Confirmed Cases,8.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-09-11,Suspect and Confirmed Cases,2.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-09-18,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-09-25,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-10-02,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-10-09,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-10-16,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-10-23,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-10-30,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-11-06,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-11-13,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-11-20,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-11-27,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-12-04,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-12-11,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-12-18,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2016-12-25,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-01-01,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-01-08,Suspect and Confirmed Cases,1.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-01-15,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-01-22,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-01-29,Suspect and Confirmed Cases,4.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-02-05,Suspect and Confirmed Cases,13.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-02-12,Suspect and Confirmed Cases,14.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-02-19,Suspect and Confirmed Cases,10.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-02-26,Suspect and Confirmed Cases,29.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-03-05,Suspect and Confirmed Cases,37.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-03-12,Suspect and Confirmed Cases,59.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-03-19,Suspect and Confirmed Cases,44.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-03-26,Suspect and Confirmed Cases,47.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-04-02,Suspect and Confirmed Cases,102.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-04-09,Suspect and Confirmed Cases,82.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-04-16,Suspect and Confirmed Cases,60.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-04-23,Suspect and Confirmed Cases,31.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-04-30,Suspect and Confirmed Cases,39.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-05-07,Suspect and Confirmed Cases,38.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-05-14,Suspect and Confirmed Cases,14.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-05-21,Suspect and Confirmed Cases,5.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-05-28,Suspect and Confirmed Cases,7.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-06-04,Suspect and Confirmed Cases,2.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-06-11,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-06-18,Suspect and Confirmed Cases,17.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-06-25,Suspect and Confirmed Cases,12.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-07-02,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-07-09,Suspect and Confirmed Cases,3.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-07-16,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-07-23,Suspect and Confirmed Cases,1.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-07-30,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Argentina,2017-08-06,Suspect and Confirmed Cases,14.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-01-03,Suspect and Confirmed Cases,8197.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-01-10,Suspect and Confirmed Cases,8349.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-01-17,Suspect and Confirmed Cases,9499.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-01-24,Suspect and Confirmed Cases,10488.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-01-31,Suspect and Confirmed Cases,12964.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-02-07,Suspect and Confirmed Cases,15157.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-02-14,Suspect and Confirmed Cases,21272.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-02-21,Suspect and Confirmed Cases,20858.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-02-28,Suspect and Confirmed Cases,20106.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-03-06,Suspect and Confirmed Cases,17524.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-03-13,Suspect and Confirmed Cases,15656.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-03-20,Suspect and Confirmed Cases,12810.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-03-27,Suspect and Confirmed Cases,12715.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-04-03,Suspect and Confirmed Cases,11261.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-04-10,Suspect and Confirmed Cases,9997.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-04-17,Suspect and Confirmed Cases,8404.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-04-24,Suspect and Confirmed Cases,7415.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-05-01,Suspect and Confirmed Cases,6147.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-05-08,Suspect and Confirmed Cases,4998.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-05-15,Suspect and Confirmed Cases,4119.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-05-22,Suspect and Confirmed Cases,2998.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-05-29,Suspect and Confirmed Cases,2930.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-06-05,Suspect and Confirmed Cases,2512.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-06-12,Suspect and Confirmed Cases,1894.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-06-19,Suspect and Confirmed Cases,1549.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-06-26,Suspect and Confirmed Cases,1336.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-07-03,Suspect and Confirmed Cases,1130.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-07-10,Suspect and Confirmed Cases,1021.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-07-17,Suspect and Confirmed Cases,908.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-07-24,Suspect and Confirmed Cases,785.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-07-31,Suspect and Confirmed Cases,694.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-08-07,Suspect and Confirmed Cases,628.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-08-14,Suspect and Confirmed Cases,530.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-08-21,Suspect and Confirmed Cases,507.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-08-28,Suspect and Confirmed Cases,413.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-09-04,Suspect and Confirmed Cases,349.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-09-11,Suspect and Confirmed Cases,378.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-09-18,Suspect and Confirmed Cases,294.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-09-25,Suspect and Confirmed Cases,294.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-10-02,Suspect and Confirmed Cases,328.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-10-09,Suspect and Confirmed Cases,258.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-10-16,Suspect and Confirmed Cases,349.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-10-23,Suspect and Confirmed Cases,383.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-10-30,Suspect and Confirmed Cases,330.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-11-06,Suspect and Confirmed Cases,378.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-11-13,Suspect and Confirmed Cases,276.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-11-20,Suspect and Confirmed Cases,349.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-11-27,Suspect and Confirmed Cases,383.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-12-04,Suspect and Confirmed Cases,330.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-12-11,Suspect and Confirmed Cases,240.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-12-18,Suspect and Confirmed Cases,158.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2016-12-25,Suspect and Confirmed Cases,108.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-01-01,Suspect and Confirmed Cases,741.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-01-08,Suspect and Confirmed Cases,815.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-01-15,Suspect and Confirmed Cases,875.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-01-22,Suspect and Confirmed Cases,987.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-01-29,Suspect and Confirmed Cases,1004.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-02-05,Suspect and Confirmed Cases,1064.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-02-12,Suspect and Confirmed Cases,1004.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-02-19,Suspect and Confirmed Cases,752.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-02-26,Suspect and Confirmed Cases,941.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-03-05,Suspect and Confirmed Cases,1004.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-03-12,Suspect and Confirmed Cases,987.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-03-19,Suspect and Confirmed Cases,974.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-03-26,Suspect and Confirmed Cases,941.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-04-02,Suspect and Confirmed Cases,897.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-04-09,Suspect and Confirmed Cases,768.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-04-16,Suspect and Confirmed Cases,752.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-04-23,Suspect and Confirmed Cases,726.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-04-30,Suspect and Confirmed Cases,690.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-05-07,Suspect and Confirmed Cases,470.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-05-14,Suspect and Confirmed Cases,356.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-05-21,Suspect and Confirmed Cases,155.0,
Flaviviridae,Flavivirus,ZIKV,South America,Brazil,2017-05-28,Suspect and Confirmed Cases,61.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-01-03,Suspect and Confirmed Cases,2953.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-01-10,Suspect and Confirmed Cases,3450.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-01-17,Suspect and Confirmed Cases,4658.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-01-24,Suspect and Confirmed Cases,5946.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-01-31,Suspect and Confirmed Cases,6428.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-02-07,Suspect and Confirmed Cases,5535.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-02-14,Suspect and Confirmed Cases,4823.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-02-21,Suspect and Confirmed Cases,3989.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-02-28,Suspect and Confirmed Cases,3996.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-03-06,Suspect and Confirmed Cases,3630.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-03-13,Suspect and Confirmed Cases,2904.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-03-20,Suspect and Confirmed Cases,2424.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-03-27,Suspect and Confirmed Cases,3715.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-04-03,Suspect and Confirmed Cases,3341.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-04-10,Suspect and Confirmed Cases,3284.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-04-17,Suspect and Confirmed Cases,3023.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-04-24,Suspect and Confirmed Cases,2854.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-05-01,Suspect and Confirmed Cases,2675.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-05-08,Suspect and Confirmed Cases,2663.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-05-15,Suspect and Confirmed Cases,2641.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-05-22,Suspect and Confirmed Cases,2275.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-05-29,Suspect and Confirmed Cases,2031.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-06-05,Suspect and Confirmed Cases,1887.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-06-12,Suspect and Confirmed Cases,1564.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-06-19,Suspect and Confirmed Cases,1347.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-06-26,Suspect and Confirmed Cases,1007.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-07-03,Suspect and Confirmed Cases,1034.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-07-10,Suspect and Confirmed Cases,836.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-07-17,Suspect and Confirmed Cases,629.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-07-24,Suspect and Confirmed Cases,595.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-07-31,Suspect and Confirmed Cases,457.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-08-07,Suspect and Confirmed Cases,412.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-08-14,Suspect and Confirmed Cases,339.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-08-21,Suspect and Confirmed Cases,296.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-08-28,Suspect and Confirmed Cases,286.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-09-04,Suspect and Confirmed Cases,247.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-09-11,Suspect and Confirmed Cases,183.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-09-18,Suspect and Confirmed Cases,201.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-09-25,Suspect and Confirmed Cases,164.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-10-02,Suspect and Confirmed Cases,183.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-10-09,Suspect and Confirmed Cases,161.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-10-16,Suspect and Confirmed Cases,161.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-10-23,Suspect and Confirmed Cases,128.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-10-30,Suspect and Confirmed Cases,143.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-11-06,Suspect and Confirmed Cases,100.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-11-13,Suspect and Confirmed Cases,108.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-11-20,Suspect and Confirmed Cases,79.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-11-27,Suspect and Confirmed Cases,100.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-12-04,Suspect and Confirmed Cases,112.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-12-11,Suspect and Confirmed Cases,85.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-12-18,Suspect and Confirmed Cases,66.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2016-12-25,Suspect and Confirmed Cases,48.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-01-01,Suspect and Confirmed Cases,70.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-01-08,Suspect and Confirmed Cases,59.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-01-15,Suspect and Confirmed Cases,84.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-01-22,Suspect and Confirmed Cases,84.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-01-29,Suspect and Confirmed Cases,74.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-02-05,Suspect and Confirmed Cases,75.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-02-12,Suspect and Confirmed Cases,77.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-02-19,Suspect and Confirmed Cases,75.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-02-26,Suspect and Confirmed Cases,75.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-03-05,Suspect and Confirmed Cases,63.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-03-12,Suspect and Confirmed Cases,62.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-03-19,Suspect and Confirmed Cases,41.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-03-26,Suspect and Confirmed Cases,59.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-04-02,Suspect and Confirmed Cases,45.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-04-09,Suspect and Confirmed Cases,44.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-04-16,Suspect and Confirmed Cases,55.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-04-23,Suspect and Confirmed Cases,53.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-04-30,Suspect and Confirmed Cases,41.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-05-07,Suspect and Confirmed Cases,44.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-05-14,Suspect and Confirmed Cases,51.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-05-21,Suspect and Confirmed Cases,41.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-05-28,Suspect and Confirmed Cases,42.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-06-04,Suspect and Confirmed Cases,44.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-06-11,Suspect and Confirmed Cases,42.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-06-18,Suspect and Confirmed Cases,42.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-06-25,Suspect and Confirmed Cases,44.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-07-02,Suspect and Confirmed Cases,33.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-07-09,Suspect and Confirmed Cases,52.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-07-16,Suspect and Confirmed Cases,30.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-07-23,Suspect and Confirmed Cases,44.0,
Flaviviridae,Flavivirus,ZIKV,South America,Colombia,2017-07-30,Suspect and Confirmed Cases,0.0,
Flaviviridae,Flavivirus,ZIKV,South America,Ecuador,2016-01-03,Suspect and Confirmed Cases,10.0,
Flaviviridae,Flavivirus,ZIKV,South America,Ecuador,2016-01-10,Suspect and Confirmed Cases,16.0,
Flaviviridae,Flavivirus,ZIKV,South America,Ecuador,2016-01-17,Suspect and Confirmed Cases,16.0,
Flaviviridae,Flavivirus,ZIKV,South America,Ecuador,2016-01-24,Suspect and Confirmed Cases,11.0,
Flaviviridae,Flavivirus,ZIKV,South America,Ecuador,2016-01-31,Suspect and Confirmed Cases,8.0,
Flaviviridae,Flavivirus,ZIKV,South America,Ecuador,2016-02-07,Suspect and Confirmed Cases,11.0,
Flaviviridae,Flavivirus,ZIKV,South America,Ecuador,2016-02-14,Suspect and Confirmed Cases,15.0,
Flaviviridae,Flavivirus,ZIKV,South America,Ecuador,2016-02-21,Suspect and Confirmed Cases,13.0,
Flaviviridae,Flavivirus,ZIKV,South America,Ecuador,2016-02-28,Suspect and Confirmed Cases,10.0,
Flaviviridae,Flavivirus,ZIKV,South America,Ecuador,2016-03-06,Suspect and Confirmed Cases,5.0,
