Virus,Region,Sub-region,Date,Type,Case Number,Comments
Ebolavirus,Africa,Guinea,2014-11-25,Suspected,21,
Ebolavirus,Africa,Guinea,2014-11-28,Suspected,24,
Ebolavirus,Africa,Guinea,2014-11-30,Suspected,25,
Ebolavirus,Africa,Guinea,2014-11-30,Suspected,25,
Ebolavirus,Africa,Guinea,2014-12-02,Suspected,27,
Ebolavirus,Africa,Guinea,2014-12-03,Suspected,21,
Ebolavirus,Africa,Guinea,2014-12-06,Suspected,28,
Ebolavirus,Africa,Guinea,2014-12-07,Suspected,20,
Ebolavirus,Africa,Guinea,2014-12-09,Suspected,29,
Ebolavirus,Africa,Guinea,2014-12-10,Suspected,29,
Ebolavirus,Africa,Guinea,2014-12-13,Suspected,16,
Ebolavirus,Africa,Guinea,2014-12-14,Suspected,26,
Ebolavirus,Africa,Guinea,2014-12-16,Suspected,27,
Ebolavirus,Africa,Guinea,2014-12-20,Suspected,49,
Ebolavirus,Africa,Guinea,2014-12-21,Suspected,50,
Ebolavirus,Africa,Guinea,2014-12-21,Suspected,50,
Ebolavirus,Africa,Guinea,2014-12-24,Suspected,19,
Ebolavirus,Africa,Guinea,2014-12-27,Suspected,36,
Ebolavirus,Africa,Guinea,2014-12-28,Suspected,34,
Ebolavirus,Africa,Guinea,2014-12-28,Suspected,34,
Ebolavirus,Africa,Guinea,2014-12-31,Suspected,19,
Ebolavirus,Africa,Guinea,2015-01-03,Suspected,26,
Ebolavirus,Africa,Guinea,2015-01-04,Suspected,22,
Ebolavirus,Africa,Guinea,2015-01-04,Suspected,22,
Ebolavirus,Africa,Guinea,2015-01-05,Suspected,17,
Ebolavirus,Africa,Guinea,2015-01-07,Suspected,18,
Ebolavirus,Africa,Guinea,2015-01-10,Suspected,7,
Ebolavirus,Africa,Guinea,2015-01-10,Suspected,7,
Ebolavirus,Africa,Guinea,2015-01-11,Suspected,8,
Ebolavirus,Africa,Guinea,2015-01-12,Suspected,11,
Ebolavirus,Africa,Guinea,2015-01-13,Suspected,12,
Ebolavirus,Africa,Guinea,2015-01-17,Suspected,15,
Ebolavirus,Africa,Guinea,2015-01-18,Suspected,13,
Ebolavirus,Africa,Guinea,2015-01-18,Suspected,13,
Ebolavirus,Africa,Guinea,2015-01-19,Suspected,12,
Ebolavirus,Africa,Guinea,2015-01-20,Suspected,9,
Ebolavirus,Africa,Guinea,2015-01-24,Suspected,18,
Ebolavirus,Africa,Guinea,2015-01-25,Suspected,16,
Ebolavirus,Africa,Guinea,2015-01-25,Suspected,16,
Ebolavirus,Africa,Guinea,2015-01-26,Suspected,18,
Ebolavirus,Africa,Guinea,2015-01-27,Suspected,13,
Ebolavirus,Africa,Guinea,2015-01-31,Suspected,24,
Ebolavirus,Africa,Guinea,2015-02-01,Suspected,20,
Ebolavirus,Africa,Guinea,2015-02-01,Suspected,20,
Ebolavirus,Africa,Guinea,2015-02-02,Suspected,18,
Ebolavirus,Africa,Guinea,2015-02-03,Suspected,11,
Ebolavirus,Africa,Guinea,2015-02-07,Suspected,21,
Ebolavirus,Africa,Guinea,2015-02-08,Suspected,18,
Ebolavirus,Africa,Guinea,2015-02-08,Suspected,18,
Ebolavirus,Africa,Guinea,2015-02-09,Suspected,16,
Ebolavirus,Africa,Guinea,2015-02-10,Suspected,15,
Ebolavirus,Africa,Guinea,2015-02-14,Suspected,7,
Ebolavirus,Africa,Guinea,2015-02-15,Suspected,7,
Ebolavirus,Africa,Guinea,2015-02-15,Suspected,7,
Ebolavirus,Africa,Guinea,2015-02-17,Suspected,2,
Ebolavirus,Africa,Guinea,2015-02-18,Suspected,2,
Ebolavirus,Africa,Guinea,2015-02-21,Suspected,10,
Ebolavirus,Africa,Guinea,2015-02-22,Suspected,6,
Ebolavirus,Africa,Guinea,2015-02-24,Suspected,7,
Ebolavirus,Africa,Guinea,2015-02-25,Suspected,8,
Ebolavirus,Africa,Guinea,2015-02-28,Suspected,5,
Ebolavirus,Africa,Guinea,2015-03-01,Suspected,14,
Ebolavirus,Africa,Guinea,2015-03-03,Suspected,12,
Ebolavirus,Africa,Guinea,2015-03-04,Suspected,16,
Ebolavirus,Africa,Guinea,2015-03-07,Suspected,15,
Ebolavirus,Africa,Guinea,2015-03-08,Suspected,22,
Ebolavirus,Africa,Guinea,2015-03-08,Suspected,22,
Ebolavirus,Africa,Guinea,2015-03-10,Suspected,34,
Ebolavirus,Africa,Guinea,2015-03-11,Suspected,25,
Ebolavirus,Africa,Guinea,2015-03-14,Suspected,21,
Ebolavirus,Africa,Guinea,2015-03-15,Suspected,28,
Ebolavirus,Africa,Guinea,2015-03-15,Suspected,28,
Ebolavirus,Africa,Guinea,2015-03-17,Suspected,35,
Ebolavirus,Africa,Guinea,2015-03-18,Suspected,21,
Ebolavirus,Africa,Guinea,2015-03-21,Suspected,15,
Ebolavirus,Africa,Guinea,2015-03-22,Suspected,20,
Ebolavirus,Africa,Guinea,2015-03-22,Suspected,20,
Ebolavirus,Africa,Guinea,2015-03-24,Suspected,29,
Ebolavirus,Africa,Guinea,2015-03-25,Suspected,26,
Ebolavirus,Africa,Guinea,2015-03-28,Suspected,10,
Ebolavirus,Africa,Guinea,2015-03-29,Suspected,10,
Ebolavirus,Africa,Guinea,2015-03-29,Suspected,10,
Ebolavirus,Africa,Guinea,2015-03-31,Suspected,7,
Ebolavirus,Africa,Guinea,2015-04-05,Suspected,12,
Ebolavirus,Africa,Guinea,2015-04-05,Suspected,12,
Ebolavirus,Africa,Guinea,2015-04-07,Suspected,8,
Ebolavirus,Africa,Guinea,2015-04-08,Suspected,14,
Ebolavirus,Africa,Guinea,2015-04-11,Suspected,15,
Ebolavirus,Africa,Guinea,2015-04-12,Suspected,17,
Ebolavirus,Africa,Guinea,2015-04-12,Suspected,17,
Ebolavirus,Africa,Guinea,2015-04-14,Suspected,28,
Ebolavirus,Africa,Guinea,2015-04-15,Suspected,29,
Ebolavirus,Africa,Guinea,2015-04-18,Suspected,17,
Ebolavirus,Africa,Guinea,2015-04-19,Suspected,14,
Ebolavirus,Africa,Guinea,2015-04-19,Suspected,14,
Ebolavirus,Africa,Guinea,2015-04-21,Suspected,9,
Ebolavirus,Africa,Guinea,2015-04-22,Suspected,16,
Ebolavirus,Africa,Guinea,2015-04-24,Suspected,16,
Ebolavirus,Africa,Guinea,2015-04-26,Suspected,11,
Ebolavirus,Africa,Guinea,2015-04-26,Suspected,11,
Ebolavirus,Africa,Guinea,2015-04-28,Suspected,7,
Ebolavirus,Africa,Guinea,2015-04-29,Suspected,2,
Ebolavirus,Africa,Guinea,2015-05-02,Suspected,13,
Ebolavirus,Africa,Guinea,2015-05-03,Suspected,7,
Ebolavirus,Africa,Guinea,2015-05-03,Suspected,7,
Ebolavirus,Africa,Guinea,2015-05-05,Suspected,7,
Ebolavirus,Africa,Guinea,2015-05-05,Suspected,7,
Ebolavirus,Africa,Guinea,2015-05-09,Suspected,11,
Ebolavirus,Africa,Guinea,2015-05-10,Suspected,8,
Ebolavirus,Africa,Guinea,2015-05-10,Suspected,8,
Ebolavirus,Africa,Guinea,2015-05-12,Suspected,9,
Ebolavirus,Africa,Guinea,2015-05-13,Suspected,11,
Ebolavirus,Africa,Guinea,2015-05-16,Suspected,12,
Ebolavirus,Africa,Guinea,2015-05-17,Suspected,15,
Ebolavirus,Africa,Guinea,2015-05-17,Suspected,15,
Ebolavirus,Africa,Guinea,2015-05-19,Suspected,26,
Ebolavirus,Africa,Guinea,2015-05-20,Suspected,23,
Ebolavirus,Africa,Guinea,2015-05-23,Suspected,13,
Ebolavirus,Africa,Guinea,2015-05-24,Suspected,12,
Ebolavirus,Africa,Guinea,2015-05-24,Suspected,12,
Ebolavirus,Africa,Guinea,2015-05-26,Suspected,6,
Ebolavirus,Africa,Guinea,2015-05-27,Suspected,9,
Ebolavirus,Africa,Guinea,2015-05-30,Suspected,14,
Ebolavirus,Africa,Guinea,2015-05-31,Suspected,10,
Ebolavirus,Africa,Guinea,2015-05-31,Suspected,10,
Ebolavirus,Africa,Guinea,2015-06-02,Suspected,11,
Ebolavirus,Africa,Guinea,2015-06-03,Suspected,17,
Ebolavirus,Africa,Guinea,2015-06-06,Suspected,13,
Ebolavirus,Africa,Guinea,2015-06-07,Suspected,12,
Ebolavirus,Africa,Guinea,2015-06-07,Suspected,12,
Ebolavirus,Africa,Guinea,2015-06-09,Suspected,12,
Ebolavirus,Africa,Guinea,2015-06-10,Suspected,15,
Ebolavirus,Africa,Guinea,2015-06-13,Suspected,9,
Ebolavirus,Africa,Guinea,2015-06-14,Suspected,10,
Ebolavirus,Africa,Guinea,2015-06-14,Suspected,10,
Ebolavirus,Africa,Guinea,2015-06-16,Suspected,10,
Ebolavirus,Africa,Guinea,2015-06-17,Suspected,8,
Ebolavirus,Africa,Guinea,2015-06-20,Suspected,16,
Ebolavirus,Africa,Guinea,2015-06-21,Suspected,18,
Ebolavirus,Africa,Guinea,2015-06-21,Suspected,18,
Ebolavirus,Africa,Guinea,2015-06-23,Suspected,11,
Ebolavirus,Africa,Guinea,2015-06-24,Suspected,11,
Ebolavirus,Africa,Guinea,2015-06-27,Suspected,13,
Ebolavirus,Africa,Guinea,2015-06-28,Suspected,17,
Ebolavirus,Africa,Guinea,2015-06-28,Suspected,17,
Ebolavirus,Africa,Guinea,2015-06-30,Suspected,18,
Ebolavirus,Africa,Guinea,2015-07-01,Suspected,21,
Ebolavirus,Africa,Guinea,2015-07-04,Suspected,7,
Ebolavirus,Africa,Guinea,2015-07-05,Suspected,11,
Ebolavirus,Africa,Guinea,2015-07-05,Suspected,11,
Ebolavirus,Africa,Guinea,2015-07-07,Suspected,4,
Ebolavirus,Africa,Guinea,2015-07-08,Suspected,8,
Ebolavirus,Africa,Guinea,2015-07-11,Suspected,5,
Ebolavirus,Africa,Guinea,2015-07-12,Suspected,10,
Ebolavirus,Africa,Guinea,2015-07-12,Suspected,10,
Ebolavirus,Africa,Guinea,2015-07-14,Suspected,8,
Ebolavirus,Africa,Guinea,2015-07-15,Suspected,10,
Ebolavirus,Africa,Guinea,2015-07-18,Suspected,12,
Ebolavirus,Africa,Guinea,2015-07-19,Suspected,11,
Ebolavirus,Africa,Guinea,2015-07-19,Suspected,11,
Ebolavirus,Africa,Guinea,2015-07-21,Suspected,13,
Ebolavirus,Africa,Guinea,2015-07-22,Suspected,11,
Ebolavirus,Africa,Guinea,2015-07-25,Suspected,16,
Ebolavirus,Africa,Guinea,2015-07-26,Suspected,9,
Ebolavirus,Africa,Guinea,2015-07-26,Suspected,9,
Ebolavirus,Africa,Guinea,2015-07-28,Suspected,7,
Ebolavirus,Africa,Guinea,2015-07-29,Suspected,3,
Ebolavirus,Africa,Guinea,2015-08-01,Suspected,7,
Ebolavirus,Africa,Guinea,2015-08-02,Suspected,5,
Ebolavirus,Africa,Guinea,2015-08-02,Suspected,5,
Ebolavirus,Africa,Guinea,2015-08-04,Suspected,11,
Ebolavirus,Africa,Guinea,2015-08-05,Suspected,14,
Ebolavirus,Africa,Guinea,2015-08-08,Suspected,10,
Ebolavirus,Africa,Guinea,2015-08-09,Suspected,6,
Ebolavirus,Africa,Guinea,2015-08-09,Suspected,6,
Ebolavirus,Africa,Guinea,2015-08-11,Suspected,10,
Ebolavirus,Africa,Guinea,2015-08-12,Suspected,9,
Ebolavirus,Africa,Guinea,2015-08-15,Suspected,6,
Ebolavirus,Africa,Guinea,2015-08-16,Suspected,2,
Ebolavirus,Africa,Guinea,2015-08-16,Suspected,2,
Ebolavirus,Africa,Guinea,2015-08-18,Suspected,6,
Ebolavirus,Africa,Guinea,2015-08-19,Suspected,9,
Ebolavirus,Africa,Guinea,2015-08-22,Suspected,4,
Ebolavirus,Africa,Guinea,2015-08-23,Suspected,5,
Ebolavirus,Africa,Guinea,2015-08-23,Suspected,5,
Ebolavirus,Africa,Guinea,2015-08-25,Suspected,9,
Ebolavirus,Africa,Guinea,2015-08-26,Suspected,9,
Ebolavirus,Africa,Guinea,2015-08-29,Suspected,1,
Ebolavirus,Africa,Guinea,2015-08-30,Suspected,3,
Ebolavirus,Africa,Guinea,2015-08-30,Suspected,3,
Ebolavirus,Africa,Guinea,2015-09-01,Suspected,2,
Ebolavirus,Africa,Guinea,2015-09-02,Suspected,2,
Ebolavirus,Africa,Guinea,2015-09-05,Suspected,3,
Ebolavirus,Africa,Guinea,2015-09-06,Suspected,2,
Ebolavirus,Africa,Guinea,2015-09-06,Suspected,2,
Ebolavirus,Africa,Guinea,2015-09-08,Suspected,1,
Ebolavirus,Africa,Guinea,2015-09-09,Suspected,1,
Ebolavirus,Africa,Guinea,2015-09-12,Suspected,3,
Ebolavirus,Africa,Guinea,2015-09-13,Suspected,2,
Ebolavirus,Africa,Guinea,2015-09-13,Suspected,2,
Ebolavirus,Africa,Guinea,2015-09-15,Suspected,4,
Ebolavirus,Africa,Guinea,2015-09-16,Suspected,3,
Ebolavirus,Africa,Guinea,2015-09-19,Suspected,4,
Ebolavirus,Africa,Guinea,2015-09-20,Suspected,7,
Ebolavirus,Africa,Guinea,2015-09-20,Suspected,7,
Ebolavirus,Africa,Guinea,2015-09-22,Suspected,8,
