Microbe Family,Microbe Genus,Microbe Species,Region,Country,State/City,date,type,number
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Slovenia,None,2003-03-20,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Spain,None,2003-03-20,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-03-20,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-03-20,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-03-20,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-03-20,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-20,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-20,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Slovenia,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Spain,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-21,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Slovenia,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Spain,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-22,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Spain,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-24,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-25,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-26,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-27,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-28,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-29,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-31,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Australia,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Belgium,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-04-01,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Australia,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Belgium,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Spain,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-04-02,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Australia,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Belgium,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Brazil,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-04-03,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Australia,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Belgium,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Brazil,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Spain,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-04-04,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Australia,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Belgium,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Brazil,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Malaysia,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-04-05,Recovered,0
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-04-05,Recovered,0
