,Microbe Family,Microbe Genus,Microbe Species,Region,Country,Domain,Sub-Domain,date,type,number
39,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-02,Cumulative_Cases,4.0
40,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-03,Cumulative_Cases,4.0
41,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-04,Cumulative_Cases,4.0
42,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-05,Cumulative_Cases,4.0
43,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-06,Cumulative_Cases,4.0
44,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-07,Cumulative_Cases,4.0
45,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-08,Cumulative_Cases,4.0
46,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-09,Cumulative_Cases,4.0
47,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-10,Cumulative_Cases,4.0
48,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-11,Cumulative_Cases,4.0
49,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-12,Cumulative_Cases,4.0
50,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-13,Cumulative_Cases,4.0
51,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-14,Cumulative_Cases,4.0
52,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-15,Cumulative_Cases,4.0
53,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-16,Cumulative_Cases,4.0
54,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-17,Cumulative_Cases,4.0
55,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-18,Cumulative_Cases,4.0
56,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-19,Cumulative_Cases,4.0
57,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-20,Cumulative_Cases,4.0
58,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-21,Cumulative_Cases,4.0
59,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-22,Cumulative_Cases,4.0
60,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-23,Cumulative_Cases,4.0
61,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-24,Cumulative_Cases,4.0
62,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-25,Cumulative_Cases,4.0
63,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-26,Cumulative_Cases,4.0
64,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-27,Cumulative_Cases,4.0
65,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-28,Cumulative_Cases,4.0
66,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-29,Cumulative_Cases,4.0
67,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-09-30,Cumulative_Cases,4.0
68,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-01,Cumulative_Cases,4.0
69,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-02,Cumulative_Cases,4.0
70,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-03,Cumulative_Cases,4.0
71,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-04,Cumulative_Cases,4.0
72,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-05,Cumulative_Cases,4.0
73,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-06,Cumulative_Cases,4.0
74,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-07,Cumulative_Cases,4.0
75,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-08,Cumulative_Cases,4.0
76,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-09,Cumulative_Cases,4.0
77,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-10,Cumulative_Cases,4.0
78,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-11,Cumulative_Cases,4.0
79,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-12,Cumulative_Cases,4.0
80,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-13,Cumulative_Cases,4.0
81,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-14,Cumulative_Cases,4.0
82,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-15,Cumulative_Cases,4.0
83,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-16,Cumulative_Cases,4.0
84,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-17,Cumulative_Cases,4.0
85,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-18,Cumulative_Cases,4.0
86,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-19,Cumulative_Cases,4.0
87,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-20,Cumulative_Cases,4.0
88,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-21,Cumulative_Cases,4.0
89,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-22,Cumulative_Cases,4.0
90,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-23,Cumulative_Cases,4.0
91,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-24,Cumulative_Cases,4.0
92,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-25,Cumulative_Cases,4.0
93,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-26,Cumulative_Cases,4.0
94,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-27,Cumulative_Cases,4.0
95,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-28,Cumulative_Cases,4.0
96,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-29,Cumulative_Cases,4.0
97,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-30,Cumulative_Cases,4.0
98,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-31,Cumulative_Cases,4.0
99,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-01,Cumulative_Cases,4.0
100,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-02,Cumulative_Cases,4.0
101,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-03,Cumulative_Cases,4.0
102,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-04,Cumulative_Cases,4.0
103,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-05,Cumulative_Cases,4.0
104,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-06,Cumulative_Cases,4.0
105,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-07,Cumulative_Cases,4.0
106,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-08,Cumulative_Cases,4.0
107,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-09,Cumulative_Cases,4.0
108,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-10,Cumulative_Cases,4.0
109,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-11,Cumulative_Cases,4.0
110,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-12,Cumulative_Cases,4.0
111,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-13,Cumulative_Cases,4.0
112,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-14,Cumulative_Cases,4.0
113,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-15,Cumulative_Cases,4.0
114,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-16,Cumulative_Cases,4.0
115,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-17,Cumulative_Cases,4.0
116,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-18,Cumulative_Cases,4.0
117,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-19,Cumulative_Cases,4.0
118,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-20,Cumulative_Cases,4.0
119,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-21,Cumulative_Cases,4.0
120,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-22,Cumulative_Cases,4.0
121,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-23,Cumulative_Cases,4.0
122,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-24,Cumulative_Cases,4.0
123,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-25,Cumulative_Cases,4.0
124,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-26,Cumulative_Cases,4.0
125,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-27,Cumulative_Cases,4.0
126,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-28,Cumulative_Cases,4.0
127,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-29,Cumulative_Cases,4.0
128,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-30,Cumulative_Cases,4.0
129,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-01,Cumulative_Cases,4.0
130,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-02,Cumulative_Cases,4.0
131,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-03,Cumulative_Cases,4.0
132,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-04,Cumulative_Cases,4.0
133,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-05,Cumulative_Cases,4.0
134,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-06,Cumulative_Cases,4.0
135,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-07,Cumulative_Cases,4.0
136,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-08,Cumulative_Cases,4.0
137,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-09,Cumulative_Cases,4.0
138,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-10,Cumulative_Cases,4.0
139,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-11,Cumulative_Cases,4.0
140,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-12,Cumulative_Cases,4.0
141,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-13,Cumulative_Cases,4.0
142,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-14,Cumulative_Cases,4.0
143,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-15,Cumulative_Cases,4.0
144,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-16,Cumulative_Cases,4.0
145,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-17,Cumulative_Cases,4.0
146,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-18,Cumulative_Cases,4.0
147,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-19,Cumulative_Cases,4.0
148,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-20,Cumulative_Cases,4.0
149,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-21,Cumulative_Cases,4.0
150,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-22,Cumulative_Cases,4.0
151,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-23,Cumulative_Cases,4.0
152,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-24,Cumulative_Cases,4.0
153,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-25,Cumulative_Cases,4.0
154,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-26,Cumulative_Cases,4.0
155,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-27,Cumulative_Cases,4.0
156,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-28,Cumulative_Cases,4.0
157,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-29,Cumulative_Cases,4.0
158,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-30,Cumulative_Cases,4.0
159,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-31,Cumulative_Cases,4.0
160,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-01,Cumulative_Cases,4.0
161,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-02,Cumulative_Cases,4.0
162,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-03,Cumulative_Cases,4.0
163,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-04,Cumulative_Cases,4.0
164,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-05,Cumulative_Cases,4.0
165,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-06,Cumulative_Cases,4.0
166,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-07,Cumulative_Cases,4.0
167,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-08,Cumulative_Cases,4.0
168,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-09,Cumulative_Cases,4.0
169,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-10,Cumulative_Cases,4.0
170,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-11,Cumulative_Cases,4.0
171,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-12,Cumulative_Cases,4.0
172,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-13,Cumulative_Cases,4.0
173,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-14,Cumulative_Cases,4.0
174,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-15,Cumulative_Cases,4.0
175,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-16,Cumulative_Cases,4.0
176,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-17,Cumulative_Cases,4.0
177,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-18,Cumulative_Cases,4.0
178,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-19,Cumulative_Cases,4.0
179,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-20,Cumulative_Cases,4.0
180,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-21,Cumulative_Cases,4.0
181,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-22,Cumulative_Cases,4.0
182,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-23,Cumulative_Cases,4.0
183,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-24,Cumulative_Cases,4.0
184,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-25,Cumulative_Cases,4.0
185,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-26,Cumulative_Cases,4.0
186,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-27,Cumulative_Cases,4.0
187,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-28,Cumulative_Cases,4.0
188,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-29,Cumulative_Cases,4.0
189,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-30,Cumulative_Cases,4.0
190,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-31,Cumulative_Cases,4.0
191,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-01,Cumulative_Cases,4.0
192,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-02,Cumulative_Cases,4.0
193,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-03,Cumulative_Cases,4.0
194,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-04,Cumulative_Cases,4.0
195,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-05,Cumulative_Cases,4.0
196,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-06,Cumulative_Cases,4.0
197,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-07,Cumulative_Cases,4.0
198,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-08,Cumulative_Cases,4.0
199,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-09,Cumulative_Cases,4.0
200,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-10,Cumulative_Cases,4.0
201,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-11,Cumulative_Cases,4.0
202,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-12,Cumulative_Cases,4.0
203,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-13,Cumulative_Cases,4.0
204,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-14,Cumulative_Cases,4.0
205,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-15,Cumulative_Cases,4.0
206,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-16,Cumulative_Cases,4.0
207,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-17,Cumulative_Cases,4.0
208,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-18,Cumulative_Cases,4.0
209,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-19,Cumulative_Cases,4.0
210,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-20,Cumulative_Cases,4.0
211,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-21,Cumulative_Cases,4.0
212,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-22,Cumulative_Cases,4.0
213,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-23,Cumulative_Cases,4.0
214,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-24,Cumulative_Cases,4.0
215,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-25,Cumulative_Cases,4.0
216,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-26,Cumulative_Cases,4.0
217,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-27,Cumulative_Cases,4.0
218,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-28,Cumulative_Cases,4.0
219,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-01,Cumulative_Cases,4.0
220,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-02,Cumulative_Cases,4.0
221,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-03,Cumulative_Cases,4.0
222,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-04,Cumulative_Cases,4.0
223,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-05,Cumulative_Cases,4.0
224,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-06,Cumulative_Cases,4.0
225,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-07,Cumulative_Cases,4.0
226,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-08,Cumulative_Cases,4.0
227,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-09,Cumulative_Cases,4.0
228,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-10,Cumulative_Cases,4.0
229,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-11,Cumulative_Cases,4.0
230,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-12,Cumulative_Cases,4.0
231,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-13,Cumulative_Cases,4.0
232,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-14,Cumulative_Cases,4.0
233,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-15,Cumulative_Cases,4.0
234,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-16,Cumulative_Cases,4.0
235,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-17,Cumulative_Cases,4.0
236,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-18,Cumulative_Cases,4.0
237,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-19,Cumulative_Cases,4.0
238,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-20,Cumulative_Cases,4.0
239,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-21,Cumulative_Cases,4.0
240,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-22,Cumulative_Cases,4.0
241,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-23,Cumulative_Cases,4.0
242,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-24,Cumulative_Cases,4.0
243,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-25,Cumulative_Cases,4.0
244,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-26,Cumulative_Cases,4.0
245,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-27,Cumulative_Cases,4.0
246,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-28,Cumulative_Cases,4.0
247,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-29,Cumulative_Cases,4.0
