,Microbe Family,Microbe Genus,Microbe Species,Region,Country,Domain,Sub-Domain,date,type,number
94676,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-11,Cases,0.0
94677,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-12,Cases,0.0
94678,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-13,Cases,0.0
94679,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-14,Cases,0.0
94680,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-15,Cases,0.0
94681,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-16,Cases,0.0
94682,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-17,Cases,0.0
94683,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-18,Cases,0.0
94684,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-19,Cases,0.0
94685,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-20,Cases,0.0
94686,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-21,Cases,0.0
94687,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-22,Cases,0.0
94688,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-23,Cases,0.0
94689,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-24,Cases,0.0
94690,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-25,Cases,0.0
94691,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-26,Cases,0.0
94692,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-27,Cases,0.0
94693,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-28,Cases,0.0
94694,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-29,Cases,0.0
94695,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-30,Cases,0.0
94696,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-10-31,Cases,0.0
94697,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-01,Cases,0.0
94698,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-02,Cases,0.0
94699,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-03,Cases,0.0
94700,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-04,Cases,0.0
94701,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-05,Cases,0.0
94702,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-06,Cases,0.0
94703,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-07,Cases,0.0
94704,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-08,Cases,0.0
94705,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-09,Cases,0.0
94706,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-10,Cases,0.0
94707,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-11,Cases,0.0
94708,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-12,Cases,0.0
94709,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-13,Cases,0.0
94710,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-14,Cases,0.0
94711,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-15,Cases,0.0
94712,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-16,Cases,0.0
94713,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-17,Cases,0.0
94714,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-18,Cases,0.0
94715,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-19,Cases,0.0
94716,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-20,Cases,0.0
94717,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-21,Cases,0.0
94718,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-22,Cases,0.0
94719,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-23,Cases,0.0
94720,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-24,Cases,0.0
94721,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-25,Cases,0.0
94722,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-26,Cases,0.0
94723,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-27,Cases,0.0
94724,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-28,Cases,0.0
94725,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-29,Cases,0.0
94726,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-11-30,Cases,0.0
94727,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-01,Cases,0.0
94728,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-02,Cases,0.0
94729,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-03,Cases,0.0
94730,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-04,Cases,0.0
94731,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-05,Cases,0.0
94732,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-06,Cases,0.0
94733,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-07,Cases,0.0
94734,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-08,Cases,0.0
94735,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-09,Cases,0.0
94736,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-10,Cases,0.0
94737,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-11,Cases,0.0
94738,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-12,Cases,0.0
94739,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-13,Cases,0.0
94740,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-14,Cases,0.0
94741,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-15,Cases,0.0
94742,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-16,Cases,0.0
94743,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-17,Cases,0.0
94744,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-18,Cases,0.0
94745,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-19,Cases,0.0
94746,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-20,Cases,0.0
94747,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-21,Cases,0.0
94748,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-22,Cases,0.0
94749,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-23,Cases,0.0
94750,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-24,Cases,0.0
94751,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-25,Cases,0.0
94752,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-26,Cases,0.0
94753,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-27,Cases,0.0
94754,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-28,Cases,0.0
94755,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-29,Cases,0.0
94756,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-30,Cases,0.0
94757,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2022-12-31,Cases,0.0
94758,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-01,Cases,0.0
94759,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-02,Cases,0.0
94760,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-03,Cases,0.0
94761,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-04,Cases,0.0
94762,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-05,Cases,0.0
94763,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-06,Cases,0.0
94764,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-07,Cases,0.0
94765,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-08,Cases,0.0
94766,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-09,Cases,0.0
94767,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-10,Cases,0.0
94768,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-11,Cases,0.0
94769,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-12,Cases,0.0
94770,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-13,Cases,0.0
94771,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-14,Cases,0.0
94772,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-15,Cases,0.0
94773,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-16,Cases,0.0
94774,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-17,Cases,0.0
94775,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-18,Cases,0.0
94776,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-19,Cases,0.0
94777,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-20,Cases,0.0
94778,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-21,Cases,0.0
94779,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-22,Cases,0.0
94780,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-23,Cases,0.0
94781,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-24,Cases,0.0
94782,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-25,Cases,0.0
94783,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-26,Cases,0.0
94784,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-27,Cases,0.0
94785,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-28,Cases,0.0
94786,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-29,Cases,0.0
94787,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-30,Cases,0.0
94788,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-01-31,Cases,0.0
94789,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-01,Cases,0.0
94790,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-02,Cases,0.0
94791,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-03,Cases,0.0
94792,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-04,Cases,0.0
94793,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-05,Cases,0.0
94794,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-06,Cases,0.0
94795,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-07,Cases,0.0
94796,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-08,Cases,0.0
94797,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-09,Cases,0.0
94798,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-10,Cases,0.0
94799,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-11,Cases,0.0
94800,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-12,Cases,0.0
94801,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-13,Cases,0.0
94802,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-14,Cases,0.0
94803,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-15,Cases,0.0
94804,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-16,Cases,0.0
94805,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-17,Cases,0.0
94806,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-18,Cases,0.0
94807,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-19,Cases,0.0
94808,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-20,Cases,0.0
94809,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-21,Cases,0.0
94810,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-22,Cases,0.0
94811,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-23,Cases,0.0
94812,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-24,Cases,0.0
94813,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-25,Cases,0.0
94814,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-26,Cases,0.0
94815,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-27,Cases,0.0
94816,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-02-28,Cases,0.0
94817,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-01,Cases,0.0
94818,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-02,Cases,0.0
94819,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-03,Cases,0.0
94820,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-04,Cases,0.0
94821,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-05,Cases,0.0
94822,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-06,Cases,0.0
94823,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-07,Cases,0.0
94824,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-08,Cases,0.0
94825,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-09,Cases,0.0
94826,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-10,Cases,0.0
94827,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-11,Cases,0.0
94828,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-12,Cases,0.0
94829,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-13,Cases,0.0
94830,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-14,Cases,0.0
94831,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-15,Cases,0.0
94832,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-16,Cases,0.0
94833,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-17,Cases,0.0
94834,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-18,Cases,0.0
94835,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-19,Cases,0.0
94836,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-20,Cases,0.0
94837,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-21,Cases,0.0
94838,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-22,Cases,0.0
94839,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-23,Cases,0.0
94840,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-24,Cases,0.0
94841,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-25,Cases,0.0
94842,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-26,Cases,0.0
94843,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-27,Cases,0.0
94844,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-28,Cases,0.0
94845,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-29,Cases,0.0
94846,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-30,Cases,0.0
94847,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-03-31,Cases,0.0
94848,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-01,Cases,0.0
94849,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-02,Cases,0.0
94850,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-03,Cases,0.0
94851,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-04,Cases,0.0
94852,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-05,Cases,0.0
94853,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-06,Cases,0.0
94854,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-07,Cases,0.0
94855,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-08,Cases,0.0
94856,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-09,Cases,0.0
94857,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-10,Cases,0.0
94858,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-11,Cases,0.0
94859,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-12,Cases,0.0
94860,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-13,Cases,0.0
94861,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-14,Cases,0.0
94862,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-15,Cases,0.0
94863,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-16,Cases,0.0
94864,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-17,Cases,0.0
94865,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-18,Cases,0.0
94866,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-19,Cases,0.0
94867,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-20,Cases,0.0
94868,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-21,Cases,0.0
94869,Poxviridae,Orthopoxvirus,MPXV,EURO,Andorra,,,2023-04-22,Cases,0.0
